title,article_url,date,time,section,excerpt,author
Η διεθνής Ελλάδα,https://www.kathimerini.gr/opinion/563181226/i-diethnis-ellada/,2024-08-21,,ΑΠΟΨΕΙΣ,"Οι Ολυμπιακοί Αγώνες του Παρισιού έδωσαν την ευκαιρία να θυμηθούμε τους Αγώνες της Αθήνας το 2004 και να νοσταλγήσουμε, ή να γνωρίσουν ίσως για πρώτη φορά οι νεότερες γενιές, το μεγαλείο της κορυφαίας τους στιγμής, αυτή της τελετής έναρξης. Η ιδιαίτερη αξία της καλλιτεχνικής σύλληψης του Δημήτρη Παπαϊωάννου ήταν ότι δεν άγγιξε μόνο τους Ελληνες, […]",
Το σχέδιο για την ανάταξη δασών και ρεμάτων,https://www.kathimerini.gr/politics/563181091/to-schedio-gia-tin-anataxi-dason-kai-rematon/,2024-08-21,,ΠΟΛΙΤΙΚΗ,"Το πλάνο για την επόμενη ημέρα στην Αττική, μετά τις καταστροφικές πυρκαγιές, ανακοίνωσε χθες ο Κυριάκος Μητσοτάκης",
ΣΥΡΙΖΑ: Με καθυστέρηση και σε προστατευμένο περιβάλλον η επίσκεψη Μητσοτάκη στα καμένα,https://www.kathimerini.gr/politics/563180968/syriza-me-kathysterisi-kai-se-prostateymeno-perivallon-i-episkepsi-mitsotaki-sta-kamena/,2024-08-20,,ΠΟΛΙΤΙΚΗ,"«Ο Κυριάκος Μητσοτάκης δεν πρέπει να παριστάνει τον περισπούδαστο τεχνοκράτη της αριστείας όταν επί διακυβέρνησής του έχει καεί το 2,8% της χώρας», σημειώνει ο ΣΥΡΙΖΑ.",
Κυρ. Μητσοτάκης από Πεντέλη: Πολύ γρήγορα να βοηθήσουμε τους συμπολίτες μας,https://www.kathimerini.gr/politics/563180953/kyr-mitsotakis-apo-penteli-poly-grigora-na-voithisoyme-toys-sympolites-mas/,2024-08-20,,ΠΟΛΙΤΙΚΗ,"Ο πρωθυπουργός προήδρευσε σήμερα σε σύσκεψη στο δημοτικό κατάστημα Πεντέλης με τους συναρμόδιους υπουργούς και εκπροσώπους της Τοπικής Αυτοδιοίκησης, όπου παρουσιάστηκαν οι δράσεις για την αποκατάσταση των πληγεισών περιοχών.",
Σαν Σήμερα: 20 Αυγούστου 1910 – Η Μεγάλη Πυρκαγιά σαρώνει τη βορειοδυτική Αμερική,https://www.kathimerini.gr/istoria/563179264/san-simera-20-aygoystoy-1910-i-megali-pyrkagia-saronei-ti-voreiodytiki-ameriki/,2024-08-20,,ΙΣΤΟΡΙΑ,"Η φωτιά, μία από τις μεγαλύτερες στην ιστορία των ΗΠΑ, κατέκαυσε σχεδόν τρία εκατομμύρια στρέμματα και στοίχισε τη ζωή σε 86 άτομα, μεταξύ των οποίων 78 πυροσβέστες.",
Πυροσβεστική: Δύο συλλήψεις στο Ηράκλειο – «Μπαράζ» προστίμων,https://www.kathimerini.gr/society/563179126/pyrosvestiki-dyo-syllipseis-sto-irakleio-mparaz-prostimon/,2024-08-19,,ΚΟΙΝΩΝΙΑ,"Διοικητικά πρόστιμα, ύψους άνω των 10.000 ευρώ, επιβλήθηκαν σε Δράμα, Μαρκόπουλο, Καβάλα, Ζάκυνθο και Καρδίτσα. Σε 25 ανήλθαν το τελευταίο 24ωρο οι αγροτοδασικές πυρκαγιές.",
Το ΕΚΠΑ ξεκινάει μελέτη καταγραφής των επιπτώσεων της φωτιάς στη βιοποικιλότητα της Πεντέλης,https://www.kathimerini.gr/society/563178811/to-ekpa-xekinaei-meleti-katagrafis-ton-epiptoseon-tis-fotias-sti-viopoikilotita-tis-pentelis/,2024-08-19,,ΚΟΙΝΩΝΙΑ,"Η παρακολούθηση αφορά πληθυσμούν βασικών ομάδων οργανισμών (έντομα, γαστερόποδα, αμφίβια, ερπετά, πτηνά, θηλαστικά, φυτά) και θα διαρκέσει τουλάχιστον πέντε χρόνια μετά τη φωτιά.",
Κλιματική κρίση: Η ερημοποίηση απειλεί την αγροτική παραγωγή της Σικελίας,https://www.kathimerini.gr/world/563178772/klimatiki-krisi-i-erimopoiisi-apeilei-tin-agrotiki-paragogi-tis-sikelis/,2024-08-19,,ΚΟΣΜΟΣ,"Η Σικελία είναι το μεγαλύτερο και πολυπληθέστερο νησί στη Μεσόγειο. Το 2021 κατέγραψε υψηλό ευρωπαϊκό ρεκόρ θερμοκρασίας φτάνοντας τους 48,8 βαθμούς Κελσίου, και πλέον κινδυνεύει από ερημοποίηση.",
Πυροσβεστική: 49 πυρκαγιές το τελευταίο 24ωρο σε όλη τη χώρα,https://www.kathimerini.gr/society/563177854/pyrosvestiki-49-pyrkagies-to-teleytaio-24oro-se-oli-ti-chora/,2024-08-17,,ΚΟΙΝΩΝΙΑ,Για 11 πυρκαγιές χρειάστηκε η συνδρομή εναέριων μέσων.,
Θα σπάσουμε τον κύκλο των κλιματικών καταστροφών;,https://www.kathimerini.gr/society/563177596/tha-spasoyme-ton-kyklo-ton-klimatikon-katastrofon/,2024-08-17,,ΚΟΙΝΩΝΙΑ,"Στον απόηχο της δραματικής εξέλιξης της πυρκαγιάς που ξεκίνησε την 11 η Αυγούστου από τον Βαρνάβα και έκαψε μέσα σε 36 ώρες – για άλλη μια φορά – τη βορειο-ανατολική Αττική, αλλά και των συνεχών, σε ετήσια βάση πλέον, φυσικών καταστροφών, και επειδή ἄνευ αἰτίου οὐδὲν ἐστίν, όπως λέει ο Αριστοτέλης, οφείλουμε όλοι – Κυβέρνηση, […]",
Τουρκία: Η Σμύρνη εξακολουθεί να απειλείται από δασική πυρκαγιά,https://www.kathimerini.gr/world/563177461/toyrkia-i-smyrni-exakoloythei-na-apeileitai-apo-dasiki-pyrkagia/,2024-08-17,,ΚΟΣΜΟΣ,"Δασική πυρκαγιά συνεχίζει να απειλεί τις κατοικημένες περιοχές της Σμύρνης, της τρίτης πόλης της Τουρκίας με το μεγαλύτερο πληθυσμό, ανέφεραν τα τουρκικά ΜΜΕ.",
Σε εξέλιξη δύο πυρκαγιές στην Εύβοια,https://www.kathimerini.gr/society/563177365/se-exelixi-dyo-pyrkagies-stin-eyvoia/,2024-08-17,,ΚΟΙΝΩΝΙΑ,Δύο πυρκαγιές εκδηλώθηκαν από το πρωί και είναι σε εξέλιξη σε δασικές περιοχές στην Εύβοια.,
Να ασχοληθούμε με το δάσος κι όχι τις φωτιές,https://www.kathimerini.gr/opinion/563176771/na-ascholithoymeme-to-dasos-ki-ochi-tis-foties/,2024-08-18,,ΑΠΟΨΕΙΣ,Σχεδόν μισό εκατομμύριο στρέμματα δασικής έκτασης είναι ο εφιαλτικός απολογισμός στην Αττική την τελευταία πενταετία – με περιοχές που καίγονται ξανά και ξανά και δύσκολα πλέον μπορούν να αναγεννηθούν.,
Από τον Βαρνάβα στη Βουλή,https://www.kathimerini.gr/politics/563176498/apo-ton-varnava-sti-voyli/,2024-08-19,,ΠΟΛΙΤΙΚΗ,"Με την περίοδο της θερινής ραστώνης να οδεύει προς το τέλος της, τα επιτελεία σε Ν.Δ., ΣΥΡΙΖΑ και ΠΑΣΟΚ καλούνται σταδιακά να ανεβάσουν ρυθμούς και να διαμορφώσουν τον σχεδιασμό τους για ένα «σύνθετο» και πολιτικά κρίσιμο φθινόπωρο.",
Τι μας διδάσκει η ιστορία των πυρκαγιών,https://www.kathimerini.gr/opinion/563176486/ti-mas-didaskei-i-istoria-ton-pyrkagion/,2024-08-18,,ΑΠΟΨΕΙΣ,"Η Βορειοανατολική Αττική και η Πεντέλη καίγονται διαδοχικά από το 1981. Μάλιστα σε αρκετά από αυτά τα περιστατικά (1992, 1995, 2009) με παρόμοιο τρόπο όπως στην πρόσφατη πυρκαγιά.",
"Εύφλεκτα δάση, πύρινες νύχτες, απανωτοί καύσωνες",https://www.kathimerini.gr/society/563176480/eyflekta-dasi-pyrines-nychtes-apanotoi-kaysones/,2024-08-19,,ΚΟΙΝΩΝΙΑ,"Οι αλλαγές στο κλίμα, που ευνοούν την εκδήλωση πυρκαγιών ακόμη και την άνοιξη ή το φθινόπωρο, έχουν πλέον λάβει μόνιμα χαρακτηριστικά.",
Οι 40 ώρες της φωτιάς που κατέβηκε από το βουνό στην πόλη,https://www.kathimerini.gr/society/563176447/oi-40-ores-tis-fotias-poy-katevike-apo-to-voyno-stin-poli/,2024-08-19,,ΚΟΙΝΩΝΙΑ,"Αυτόπτες μάρτυρες και στελέχη της Πυροσβεστικής συνθέτουν το χρονικό των 40 ωρών της πυρκαγιάς που ξεκίνησε από τον Βαρνάβα και έφτασε να μπει στον αστικό ιστό, ακολουθώντας την ίδια πορεία με την πυρκαγιά του 2009",
Η φωτιά στο τέλος του κόσμου,https://www.kathimerini.gr/opinion/563175997/i-fotia-sto-telos-toy-kosmoy/,2024-08-17,,ΑΠΟΨΕΙΣ,"Ο κόσμος δεν είναι χαζός. Καταλαβαίνει τι γίνεται. Βλέπει ότι αυτό το πράγμα δεν σταματάει. Η Ελλάδα πάντα είχε δασικές πυρκαγιές και παλιά είχε και λιγότερα πυροσβεστικά οχήματα και αεροπλάνα. Αλλά πλέον, παρά τα καλύτερα τεχνικά μέσα και την εγρήγορση, καίγεται πιο συχνά και πιο πολύ από ποτέ. Δεν φταίει μόνο η ανικανότητα της κυβέρνησης. […]",
Φωτιά στην Αττική: Οι προκλήσεις της αναδάσωσης,https://www.kathimerini.gr/society/563175877/fotia-stin-attiki-oi-prokliseis-tis-anadasosis/,2024-08-17,,ΚΟΙΝΩΝΙΑ,"Με μεγάλη προσοχή και συγκεκριμένη μελέτη πρέπει να γίνει η διαχείριση των καμένων δασικών εκτάσεων. «Δεν είναι όλες οι δασικές ή δασογενείς εκτάσεις στην ίδια κατάσταση. Δεν έχουν το ίδιο ιστορικό φωτιάς. Υπάρχουν εκείνες που είχαν καεί πολλαπλές φορές και άλλες που έχουν καεί αραιότερα, γιατί δυστυχώς όλη η βορειοανατολική Αττική έχει υποστεί επανειλημμένα τη δράση της φωτιάς», λέει στην «Κ» η ομότιμη καθηγήτρια Οικολογίας, Μαργαρίτα Αριανούτσου.",
Σενάρια στις στάχτες,https://www.kathimerini.gr/opinion/563175850/senaria-stis-stachtes/,2024-08-17,,ΑΠΟΨΕΙΣ,Μας αρέσει πολύ η κατασκευή σεναρίων· μας αρέσει να βγαίνουμε εκτός θέματος επειδή μας λείπει η ωριμότητα να παραμείνουμε εντός.,
Κυβέρνηση: Εμφαση στην επόμενη μέρα,https://www.kathimerini.gr/politics/563175847/kyvernisi-emfasi-stin-epomeni-mera/,2024-08-18,,ΚΥΒΕΡΝΗΣΗ,Σύσκεψη υπό τον Κυριάκο Μητσοτάκη την Τρίτη στον απόηχο της πυρκαγιάς.,
Ορβηλος: 29 ημέρες μετά η πυρκαγιά συνεχίζει να καίει  – Δορυφορικές εικόνες,https://www.kathimerini.gr/society/563175619/orvilos-29-imeres-meta-i-pyrkagia-synechizei-na-kaiei-doryforikes-eikones/,2024-08-16,,ΚΟΙΝΩΝΙΑ,"Από τη συνολική καμένη έκταση των 12.000 στρεμμάτων, τα περίπου 8.900 στρέμματα κάηκαν στην Ελλάδα ενώ τα 3.100 στρέμματα στη Βουλγαρία.",
Τι έχει μείνει απ’ τη φωτιά;,https://www.kathimerini.gr/opinion/563174110/ti-echei-meinei-ap-ti-fotia-2/,2024-08-16,,ΑΠΟΨΕΙΣ,"Το «California on Fire» είναι ένα κινηματογραφικό εικαστικό βίντεο διάρκειας 25 λεπτών, που εξετάζει τη θλίψη καθώς ο φακός αποτυπώνει τον αφανισμό. Για να το δημιουργήσει, ο φωτογράφος Τζεφ Φροστ εκπαιδεύτηκε ως πυροσβέστης στο πεδίο, απέκτησε πλήρη πρόσβαση σε περισσότερες από 90 πυρκαγιές και τράβηξε μισό εκατομμύριο φωτογραφίες υψηλής ανάλυσης για εννέα χρόνια. Οι πυρκαγιές […]",
